sa2_code_2021,median_weekly_rent,uni_share,uni_students,total_students,overseas_share,p_australia_tot,p_tot_tot,intl_student_proxy,suburb
209041217,380,0.22893772893772893,375,1638,0.4827028774652441,3200,6186,0.11050890051859984,SA2_209041217
209041220,365,0.18825015792798483,894,4749,0.3884945621064682,10683,17470,0.07313416267070595,SA2_209041220
209041221,369,0.19152485819152487,574,2997,0.40604982206405693,6676,11240,0.07776863458951241,SA2_209041221
209041223,350,0.15448048378229798,843,5457,0.564006400640064,8719,19998,0.08712798162718967,SA2_209041223
209041224,361,0.08694452111509798,630,7246,0.23891810668670171,17221,22627,0.02077262037160117,SA2_209041224
209041225,375,0.09606060606060605,317,3300,0.25813713535315636,7909,10661,0.024796809668772898,SA2_209041225
209041431,360,0.12181493071077336,545,4474,0.4243000608642727,7567,13144,0.0516860825147583,SA2_209041431
209041432,350,0.14369747899159663,342,2380,0.47440273037542663,4312,8204,0.06817047638167895,SA2_209041432
209041433,381,0.12761020881670534,550,4310,0.49065305114057484,6185,12143,0.06261233831260236,SA2_209041433
209041435,400,0.14918521918751435,650,4357,0.33402143707820564,8388,12595,0.04983106130384064,SA2_209041435
209041436,380,0.15327499337045877,578,3771,0.34990316333118143,8056,12392,0.05363140503988939,SA2_209041436
209041437,391,0.11953017042837402,1038,8684,0.5356250256074077,11334,24407,0.06402335059655563,SA2_209041437
209041527,400,0.10061919504643962,585,5814,0.1998282103196515,13042,16299,0.020106553669933976,SA2_209041527
209041528,386,0.11046847888953153,382,3458,0.2644446566708051,7702,10471,0.029212798972888244,SA2_209041528
209041529,350,0.14799154334038056,420,2838,0.5556449180657484,4420,9947,0.08223074897378942,SA2_209041529
209041530,366,0.14558184451955578,603,4142,0.5120994597794716,6593,13513,0.07455238393216354,SA2_209041530
209041531,378,0.11350499211770888,432,3806,0.37516408506169596,7140,11427,0.042582996517775265,SA2_209041531
209041532,390,0.11532882011605416,477,4136,0.39288107202680067,7249,11940,0.04531051048278142,SA2_209041532
210011226,401,0.16104294478527606,315,1956,0.27823320690077086,5899,8173,0.04480749497635113,SA2_210011226
210011228,396,0.1434957532409477,321,2237,0.27620496022461394,6187,8548,0.03963423881631698,SA2_210011228
210011230,435,0.18983355825461087,422,2223,0.2386058981233244,5680,7460,0.04529540666128785,SA2_210011230
210011231,450,0.18150577944392376,581,3201,0.21642906988336158,7860,10031,0.03928312702350299,SA2_210011231
210011533,400,0.16720884840598568,514,3074,0.43743945753955443,6969,12388,0.07314374794252797,SA2_210011533
